age,income,loan_amount,credit_score,employment_status,loan_term,existing_debts,default
43,106702.05,5947.61,766,Employed,36,5343.0,0
59,89662.92,14891.72,821,Self-Employed,24,17411.17,0
44,69027.25,9448.29,698,Employed,24,16865.03,0
44,86127.82,37691.34,670,Employed,60,4917.83,0
25,50862.62,13469.85,459,Self-Employed,36,11085.78,0
21,55514.0,13492.43,535,Self-Employed,24,25074.18,0
38,58413.88,14663.26,645,Employed,60,6299.89,0
65,23681.8,18860.43,581,Employed,24,14813.06,1
62,91543.96,15044.02,753,Self-Employed,12,14348.39,0
49,99789.84,16804.02,562,Employed,12,11704.02,0
49,52466.4,2000.0,635,Employed,36,0.0,0
38,78705.08,18514.44,638,Employed,60,17800.38,0
28,63361.49,18160.26,788,Employed,12,12081.31,0
21,78206.85,27347.12,625,Part-Time,48,19726.92,0
36,54310.57,29781.55,721,Employed,24,13622.31,0
35,47914.37,16310.63,698,Unemployed,24,12451.28,1
29,96301.87,25346.06,761,Employed,48,14607.79,0
32,68403.24,8085.88,757,Self-Employed,48,5087.28,0
22,120552.72,24906.08,677,Employed,36,22906.74,0
48,71157.75,12847.72,527,Part-Time,24,9372.1,0
62,46848.05,7337.72,659,Part-Time,12,9462.07,0
52,100673.52,16329.7,678,Employed,48,21046.07,0
41,85770.0,30604.25,706,Employed,36,13731.4,0
39,88171.82,19629.05,614,Unemployed,36,10344.85,1
34,99765.02,31468.39,783,Unemployed,24,14896.74,1
27,53680.09,11261.41,681,Unemployed,48,16381.89,1
47,66818.67,27430.66,597,Employed,12,11171.62,0
46,65713.75,12130.56,639,Employed,36,18456.31,0
21,37731.34,20027.96,850,Employed,48,3106.12,0
39,63410.25,19950.15,740,Self-Employed,24,13832.67,0
33,103409.49,23953.43,774,Employed,36,17601.89,0
28,75933.45,20256.67,586,Employed,36,16352.57,0
52,36348.47,11347.34,618,Self-Employed,36,0.0,0
44,31104.01,25922.76,619,Employed,60,11113.85,1
49,111619.4,33584.91,697,Self-Employed,36,3501.74,0
53,67742.02,12745.77,664,Employed,12,21000.4,0
65,53814.74,2000.0,636,Part-Time,36,9265.28,0
57,63150.21,22493.88,647,Employed,36,20222.93,0
48,33067.31,15019.38,609,Self-Employed,36,3480.69,0
60,105577.38,16820.07,664,Employed,48,14734.5,0
42,60173.68,23005.6,780,Employed,24,12055.58,0
65,104185.04,13892.47,544,Employed,24,31348.48,0
55,71291.29,15580.33,711,Part-Time,24,20245.49,0
50,105738.3,17098.92,804,Employed,60,19797.19,0
61,76417.36,31227.79,664,Employed,48,26194.65,0
44,91330.82,18270.63,632,Self-Employed,36,13986.37,0
53,87977.33,6878.94,763,Employed,36,11303.46,0
33,85582.28,7237.09,591,Employed,60,10505.33,0
64,78698.36,19253.07,678,Employed,60,14294.72,0
49,64178.73,7835.15,586,Employed,36,0.0,0
56,117885.87,3939.27,512,Employed,48,12016.28,0
41,47326.58,23719.82,666,Employed,60,13587.54,0
60,70107.69,24160.49,566,Employed,36,10909.05,0
24,70372.15,14686.77,679,Employed,36,1283.65,0
26,80061.02,20642.93,780,Self-Employed,36,10951.14,0
43,59263.18,19693.09,847,Self-Employed,36,1264.11,0
53,77868.66,23421.77,688,Employed,48,24416.3,0
57,65778.94,23442.75,772,Employed,36,10198.55,0
40,30451.19,2000.0,716,Self-Employed,24,0.0,0
50,70238.81,15835.51,646,Employed,36,10554.42,0
45,42485.87,22661.14,507,Part-Time,48,18267.79,1
64,26640.36,14305.89,826,Employed,12,13232.55,0
50,73421.83,18325.82,586,Employed,36,5603.01,0
39,82197.08,24756.3,804,Employed,12,7252.26,0
64,83167.45,18728.33,728,Self-Employed,48,9992.07,0
25,84179.27,31571.27,592,Employed,24,8922.36,0
65,21685.27,28142.88,708,Employed,12,3183.04,1
27,35974.58,16932.92,850,Employed,48,11526.82,0
33,119338.04,16217.58,818,Self-Employed,12,2663.86,0
57,43819.78,2000.0,634,Employed,48,18643.31,0
54,85271.03,15061.48,616,Self-Employed,36,19497.74,0
64,52826.56,5820.58,689,Employed,48,4977.69,0
54,71991.82,19991.07,665,Employed,24,6983.49,0
49,54168.64,19375.84,788,Employed,12,9039.0,0
36,84038.53,24262.7,747,Unemployed,24,11779.38,1
21,73419.35,30570.03,528,Employed,60,13797.93,0
26,58792.76,17763.58,721,Employed,48,15241.37,0
34,43745.7,38523.75,664,Part-Time,24,15078.05,1
22,76694.35,20092.06,683,Employed,24,22877.06,0
43,39682.03,6208.05,702,Employed,24,12422.55,0
55,80687.03,12941.35,788,Employed,24,2882.63,0
64,135662.12,14645.28,768,Self-Employed,24,735.73,0
43,103754.25,23329.14,613,Employed,60,23450.51,0
60,87958.7,9474.75,675,Part-Time,12,15567.59,0
65,67859.82,15318.22,640,Self-Employed,60,13445.17,0
59,21531.18,16550.64,529,Employed,12,15143.08,1
41,36942.84,13966.91,670,Employed,48,13121.88,0
35,102069.82,25302.74,846,Part-Time,36,15032.32,0
65,50256.1,23771.89,526,Part-Time,12,9391.88,1
31,52518.7,28499.1,678,Part-Time,48,19386.38,0
39,65858.74,15020.77,675,Employed,24,8325.94,0
24,43448.84,28822.75,706,Self-Employed,60,5676.99,0
56,39330.78,5724.03,593,Self-Employed,48,164.09,0
50,68738.15,5504.54,552,Unemployed,60,10335.93,1
24,47711.76,7075.78,556,Employed,48,20872.52,0
30,51474.54,18082.91,800,Part-Time,24,8798.55,0
45,50470.22,28821.4,592,Self-Employed,36,2350.16,0
45,83059.01,12580.72,635,Part-Time,48,13993.8,0
57,64196.86,13709.76,850,Self-Employed,36,7442.53,0
32,65535.7,16055.84,614,Part-Time,36,22837.87,0
62,84923.65,23155.45,711,Employed,24,19522.18,0
41,66449.01,13701.37,776,Employed,48,3103.74,0
58,63043.66,13199.25,771,Employed,36,10782.74,0
31,81761.26,5891.44,560,Part-Time,12,6713.1,0
22,86704.95,12854.51,616,Employed,60,3876.47,0
23,66323.16,28597.16,707,Self-Employed,48,11608.46,0
37,72015.19,18818.33,850,Unemployed,36,17727.63,0
63,50455.24,11341.31,611,Part-Time,24,11428.05,0
23,48482.92,29125.3,636,Self-Employed,48,8386.94,0
37,89228.69,12733.08,718,Part-Time,24,0.0,0
25,81123.55,30779.6,736,Employed,36,7339.29,0
62,81382.46,30632.46,741,Employed,48,15862.63,0
51,77021.36,18504.1,604,Employed,24,2606.41,0
55,71155.08,4513.05,632,Part-Time,24,20977.93,0
53,87410.3,38605.51,699,Employed,12,7914.56,0
50,93377.72,21485.48,794,Employed,36,13356.04,0
55,92780.7,15085.02,659,Self-Employed,36,9206.03,0
21,67480.55,26605.15,678,Employed,24,3765.78,0
59,104674.82,24320.73,588,Part-Time,60,15082.07,0
54,75711.52,29798.45,848,Employed,48,7813.91,0
54,85809.4,12038.87,694,Part-Time,24,6168.78,0
38,77052.2,20866.26,777,Employed,36,0.0,0
57,76175.17,7327.17,683,Part-Time,36,21118.81,0
38,51606.2,23997.01,688,Self-Employed,36,12043.04,0
23,87533.77,17793.49,545,Employed,36,19745.99,0
61,141132.36,20529.08,486,Employed,24,16341.35,0
31,60630.12,16682.85,793,Part-Time,24,19745.03,0
25,71774.87,15741.1,687,Employed,24,8050.99,0
48,58844.87,10185.92,699,Self-Employed,24,2392.81,0
31,57799.5,25113.87,568,Employed,48,17338.85,0
59,108611.24,31407.34,599,Part-Time,60,12911.39,0
40,53175.72,12989.98,776,Employed,48,8735.44,0
21,58147.99,22981.86,837,Self-Employed,60,17198.99,0
63,30312.68,21889.65,624,Self-Employed,36,14156.91,1
44,51059.71,18072.88,740,Employed,24,16472.57,0
32,27290.0,4260.64,697,Employed,60,4843.24,0
51,85795.12,6285.62,669,Part-Time,12,18843.32,0
44,139992.43,10971.16,847,Self-Employed,24,11967.59,0
22,60833.03,2000.0,639,Unemployed,60,19594.09,1
55,28331.05,30672.28,792,Part-Time,48,18777.77,1
39,92499.99,21309.33,714,Self-Employed,60,16804.09,0
52,51826.88,17730.35,678,Self-Employed,24,11222.12,0
61,102483.67,2000.0,803,Unemployed,48,16966.98,0
48,62949.27,2000.0,706,Employed,24,19775.5,0
51,54204.61,17978.93,671,Employed,36,16247.13,0
32,65551.06,35734.41,804,Part-Time,60,13418.18,0
31,88944.42,11712.2,792,Unemployed,36,16982.94,0
39,64314.48,25774.18,788,Employed,48,8320.07,0
59,57581.88,13680.88,330,Employed,60,22597.93,1
44,65029.21,18497.15,720,Self-Employed,60,227.21,0
36,38203.62,28932.15,699,Self-Employed,12,12240.82,0
56,79925.79,14886.44,677,Employed,24,9158.29,0
59,25331.84,11789.06,735,Self-Employed,60,7513.76,0
61,58896.96,30762.63,703,Employed,36,14136.37,0
34,88984.63,18410.02,741,Employed,36,4121.67,0
52,77576.21,27820.85,656,Self-Employed,12,27063.53,0
47,84758.01,11832.76,815,Employed,12,2535.26,0
41,68373.86,30660.07,750,Part-Time,60,5341.12,0
38,99243.65,20462.65,729,Employed,36,4680.21,0
26,93117.48,21913.09,724,Part-Time,48,13389.49,0
33,81153.53,19184.66,784,Employed,24,19101.81,0
45,93188.64,13450.73,772,Unemployed,24,15682.05,0
60,88760.59,17984.85,670,Part-Time,36,22306.41,0
59,59013.41,14016.69,769,Employed,60,6209.12,0
29,36402.53,26635.91,696,Unemployed,24,16611.05,1
51,80509.05,16172.49,850,Employed,36,9875.24,0
24,83652.23,4531.43,779,Employed,36,13596.52,0
51,97261.8,2885.19,624,Part-Time,12,19760.77,0
36,46591.97,2459.54,850,Part-Time,36,154.11,0
41,47339.22,23561.74,491,Self-Employed,36,25937.06,1
53,81497.51,7636.46,737,Unemployed,12,10983.29,0
40,68220.83,20700.77,617,Employed,36,753.61,0
57,22855.96,19229.17,849,Employed,12,7150.07,0
45,79377.7,17417.62,703,Employed,48,12716.14,0
65,23689.43,21945.65,609,Employed,48,7148.47,1
49,46368.59,19424.73,656,Self-Employed,48,0.0,0
34,103792.03,2000.0,616,Employed,48,12677.59,0
55,115621.98,15087.37,652,Self-Employed,36,6947.75,0
39,39608.59,21825.93,650,Employed,36,16557.98,0
45,61765.21,32762.55,612,Employed,36,4521.29,0
27,71065.56,33178.12,704,Self-Employed,12,27830.71,0
26,114530.67,5731.65,715,Employed,48,15595.4,0
46,57678.28,14852.47,590,Self-Employed,12,13377.56,0
29,58077.9,3904.97,531,Part-Time,36,16361.86,0
65,108718.14,31678.97,708,Self-Employed,36,0.0,0
59,60630.27,27115.71,728,Part-Time,48,8521.29,0
52,88055.04,21155.29,746,Unemployed,36,24481.15,1
54,33071.43,19494.85,730,Employed,36,9759.07,0
47,65719.18,30425.68,822,Self-Employed,36,11560.22,0
23,28510.08,28901.93,770,Employed,60,8734.5,1
38,43614.16,28422.4,850,Employed,48,22251.56,0
43,90980.03,22110.12,850,Self-Employed,24,10287.56,0
62,68752.37,14856.95,522,Self-Employed,48,3237.15,0
30,62022.36,24904.12,482,Part-Time,12,30051.71,1
43,51281.26,25344.38,679,Self-Employed,24,2374.84,0
36,64483.6,16284.26,725,Part-Time,24,11318.34,0
27,77527.83,14838.76,673,Self-Employed,36,6107.44,0
25,94572.91,28199.82,743,Employed,36,7088.79,0
37,18000.0,32977.04,656,Employed,36,4581.17,1
24,49205.97,11255.44,618,Employed,48,8220.05,0
24,73977.41,15629.61,631,Self-Employed,36,18888.23,0
36,67528.42,21158.4,662,Employed,24,0.0,0
30,80084.41,22379.39,756,Employed,36,20825.65,0
45,76688.51,13298.7,636,Employed,48,19618.79,0
21,62378.3,34951.69,654,Self-Employed,36,15563.41,0
34,56828.67,21798.86,731,Employed,36,12883.19,0
41,63862.46,22782.45,662,Employed,36,13936.47,0
64,98718.56,33829.96,781,Employed,36,21963.89,0
49,51699.8,13958.45,597,Employed,36,0.0,0
60,68429.83,17204.11,578,Employed,60,17091.03,0
36,74583.56,6720.1,707,Part-Time,24,6776.8,0
41,109008.77,16448.85,716,Employed,12,17780.23,0
39,62492.29,4599.65,602,Employed,48,7704.8,0
60,93970.17,24730.64,801,Self-Employed,48,16948.09,0
64,100799.49,21779.97,850,Self-Employed,36,1160.6,0
64,68406.14,15506.38,623,Employed,36,151.99,0
54,64732.03,17096.19,814,Employed,60,11208.56,0
43,61773.66,24853.2,466,Part-Time,36,22048.71,1
45,63604.42,7777.84,777,Unemployed,36,15753.99,0
65,91356.0,19837.51,603,Employed,36,15703.8,0
33,75775.25,24295.59,768,Self-Employed,36,18021.36,0
36,75882.24,2000.0,593,Employed,36,9221.17,0
61,41869.41,24164.44,674,Employed,60,16275.24,0
38,45812.75,2933.44,607,Employed,24,7942.29,0
31,123586.17,16941.65,661,Self-Employed,24,9801.9,0
46,65554.36,7529.48,845,Employed,36,10671.05,0
35,50630.7,30881.22,670,Employed,36,8181.31,0
61,105777.48,7585.91,850,Employed,48,11537.65,0
61,77045.21,3148.29,645,Employed,60,10218.09,0
34,84453.87,19200.17,814,Employed,48,7046.35,0
44,66548.82,14276.67,534,Employed,60,11015.79,0
65,62033.17,4458.55,654,Self-Employed,24,13086.86,0
54,65760.34,22732.34,632,Employed,24,4300.95,0
30,35431.55,2000.0,818,Employed,36,14922.19,0
47,67801.81,8673.83,697,Part-Time,48,8544.24,0
48,77400.83,12823.04,492,Employed,24,13387.43,0
50,116261.58,25220.0,562,Employed,24,7342.92,0
22,72149.98,29659.22,589,Part-Time,36,19353.47,1
34,18000.0,27925.04,764,Self-Employed,36,18692.81,1
59,67650.36,16620.54,752,Employed,36,4654.28,0
31,138487.6,2000.0,653,Employed,60,15674.99,0
34,91659.16,21517.68,631,Employed,24,22123.9,0
35,49727.78,31235.16,744,Employed,36,5362.75,0
28,84777.66,29104.11,578,Part-Time,12,5917.32,0
27,51449.66,22166.54,721,Self-Employed,24,17145.42,0
36,36154.81,7294.48,714,Employed,36,2849.75,0
60,61290.77,13272.24,655,Employed,36,6557.41,0
21,72288.16,35404.33,716,Employed,36,4897.34,0
33,23196.11,5249.43,689,Employed,36,17232.39,0
23,41271.02,7669.43,725,Employed,48,7152.99,0
46,70258.39,26482.96,560,Employed,24,10007.78,0
32,59795.67,14119.57,735,Part-Time,48,6761.73,0
56,79870.28,7364.2,772,Self-Employed,48,20039.59,0
47,39633.29,31751.74,709,Part-Time,12,5984.29,0
56,87852.84,22149.5,734,Part-Time,36,2146.8,0
49,40406.02,14563.79,670,Part-Time,12,1872.45,0
40,111068.36,7688.03,760,Unemployed,12,16855.62,0
59,27106.04,36426.66,686,Employed,24,17361.06,1
42,42686.14,17779.93,577,Employed,24,20739.88,0
63,80434.27,30575.95,754,Employed,60,3173.19,0
65,111605.83,26042.7,533,Self-Employed,60,10381.51,0
47,77876.08,13311.89,705,Self-Employed,36,28991.1,0
51,84071.45,13383.53,645,Employed,48,9883.78,0
32,70438.42,31016.83,640,Part-Time,60,8056.14,0
57,44340.04,31162.66,695,Part-Time,36,11852.93,1
51,57746.54,2000.0,616,Self-Employed,36,15709.66,0
61,39702.26,22948.02,726,Employed,48,15592.63,0
33,38032.25,16909.07,685,Employed,60,7698.98,0
56,80043.72,8700.09,624,Employed,48,7904.75,0
42,41920.55,20355.71,800,Employed,12,9924.78,0
29,77988.85,5853.63,698,Self-Employed,48,6889.39,0
28,37454.43,13801.9,737,Employed,24,3356.66,0
46,77409.58,10813.74,807,Employed,24,24655.66,0
35,57782.94,13501.88,806,Employed,36,9151.53,0
25,105165.39,17356.69,732,Self-Employed,48,9548.3,0
40,78092.97,8859.9,653,Employed,24,9766.39,0
50,100894.57,32158.61,551,Unemployed,36,11436.43,1
35,51108.83,22439.55,699,Employed,48,15043.32,0
63,71403.58,34151.07,779,Part-Time,24,8743.66,0
56,45472.82,16559.28,712,Employed,48,19975.47,0
44,59659.87,13060.89,370,Employed,36,16184.71,0
63,63447.39,33825.74,758,Unemployed,36,10663.71,1
40,51853.54,12797.46,764,Self-Employed,12,7336.36,0
27,39612.43,16395.37,653,Self-Employed,60,19594.49,0
22,34662.07,24480.43,769,Self-Employed,60,10865.7,0
63,18000.0,6860.47,737,Employed,24,3300.74,0
64,43591.34,24401.65,618,Part-Time,48,19147.45,1
54,85687.35,23250.12,794,Employed,48,6915.7,0
25,30037.54,29423.93,566,Part-Time,24,18079.51,1
34,35796.93,26010.4,675,Unemployed,36,0.0,1
22,114772.46,29699.81,666,Part-Time,60,9419.36,0
23,54087.6,17006.2,606,Self-Employed,36,20119.78,0
32,78026.15,10235.97,707,Self-Employed,60,12035.92,0
46,86057.93,36989.87,798,Employed,12,16186.95,0
23,86563.15,4259.74,792,Employed,60,5686.48,0
65,31942.14,5161.38,745,Part-Time,60,14433.94,0
41,64223.51,23086.15,527,Self-Employed,24,12026.27,0
32,29544.32,32624.87,560,Employed,36,13703.34,1
44,131157.95,19705.96,695,Part-Time,36,26274.96,0
56,30128.12,26993.73,677,Employed,60,21132.13,1
35,43803.99,2000.0,635,Part-Time,24,17543.95,0
23,43984.98,13504.1,850,Part-Time,36,17632.33,0
23,32583.49,2000.0,690,Employed,48,5635.91,0
59,103814.85,25023.7,729,Employed,36,8701.4,0
26,130561.2,4074.92,769,Self-Employed,36,1271.93,0
49,58106.27,6499.63,685,Employed,36,3112.9,0
38,36989.42,22626.23,850,Unemployed,60,5794.26,1
55,18000.0,27556.42,595,Employed,24,11796.13,1
23,63897.28,16569.29,625,Employed,60,3424.94,0
61,62090.86,23131.55,595,Employed,36,11725.81,0
52,53717.6,22840.09,821,Part-Time,60,10921.79,0
41,75534.38,16061.16,752,Self-Employed,24,4060.4,0
30,79879.33,8147.65,631,Part-Time,36,22679.11,0
64,78077.08,23084.02,602,Unemployed,48,2728.32,1
34,62096.88,23517.86,805,Self-Employed,48,19821.27,0
43,42459.45,26046.22,713,Employed,12,0.0,0
38,86645.83,20808.6,807,Employed,36,11004.37,0
31,70312.84,7483.5,675,Part-Time,24,3616.63,0
39,92208.94,24213.06,726,Employed,24,7418.82,0
27,89751.89,17987.57,707,Part-Time,48,24671.08,0
21,34455.95,13655.36,624,Part-Time,60,9571.23,0
34,34144.44,15348.28,667,Self-Employed,36,4268.16,0
26,51111.48,11787.69,573,Self-Employed,24,15413.45,0
39,43593.36,25999.59,724,Unemployed,24,9509.77,1
59,88881.29,5236.97,749,Part-Time,36,13054.99,0
28,78782.74,9058.63,769,Self-Employed,24,5598.82,0
21,97479.6,15041.04,740,Employed,48,5943.48,0
25,79912.17,32523.76,668,Employed,24,6486.23,0
43,75216.24,27488.52,820,Employed,24,17589.03,0
33,99993.24,3232.43,760,Unemployed,48,10412.19,0
43,81743.18,30162.12,805,Self-Employed,24,4662.18,0
22,71702.52,30144.78,811,Part-Time,36,13132.74,0
35,107011.33,7433.93,669,Employed,36,12556.36,0
39,72879.52,2000.0,715,Part-Time,12,16015.22,0
40,62391.48,17350.01,750,Employed,36,8627.39,0
45,49054.42,28101.82,577,Self-Employed,36,11457.0,1
56,87575.64,32321.36,579,Employed,48,14951.75,0
42,100926.26,10162.55,563,Part-Time,24,4934.53,0
58,68735.31,33767.81,670,Self-Employed,36,18203.56,0
44,102697.89,2000.0,650,Employed,48,12115.11,0
32,20749.62,14687.54,551,Employed,12,4292.91,1
31,68613.67,14245.1,693,Employed,24,4241.04,0
35,68997.63,28371.03,671,Employed,24,11304.21,0
47,51825.14,29684.72,786,Employed,24,8148.42,0
31,129596.53,26588.01,850,Employed,12,17282.25,0
62,68345.18,5845.05,721,Employed,60,9992.74,0
42,59806.73,25763.57,617,Employed,36,14121.33,0
59,70649.05,22581.38,738,Self-Employed,36,6059.65,0
51,19929.66,2958.89,681,Employed,24,11839.03,0
36,51003.3,2000.0,658,Employed,12,21208.75,0
31,94581.0,27341.9,602,Part-Time,48,10963.1,0
54,54276.37,16379.11,638,Employed,48,8129.25,0
35,49278.12,6433.36,664,Self-Employed,60,5953.37,0
32,102738.14,16126.45,752,Part-Time,12,11868.61,0
62,103506.36,21276.37,726,Part-Time,24,21865.2,0
42,82924.76,17254.34,844,Employed,48,2454.84,0
23,58622.07,4032.12,741,Employed,36,11650.58,0
43,64013.22,34970.01,718,Part-Time,12,2.9,0
41,49896.25,27037.96,652,Part-Time,36,9127.04,0
59,45130.67,14981.6,587,Employed,12,13839.39,0
53,43889.59,15344.15,629,Self-Employed,48,937.37,0
29,54548.64,21235.39,617,Part-Time,60,8886.33,0
27,44131.98,7833.41,450,Part-Time,36,14033.64,1
48,30907.37,20904.09,589,Employed,36,12917.97,0
23,75485.07,6023.41,824,Employed,48,14372.71,0
35,75864.89,17365.19,713,Employed,36,5177.82,0
27,112519.82,7482.86,646,Employed,48,14030.75,0
21,53291.54,7937.24,716,Self-Employed,36,7799.94,0
62,77402.51,32811.5,504,Employed,60,16998.21,0
25,77817.81,18533.03,705,Employed,24,0.0,0
21,63654.06,19866.66,795,Employed,36,9972.73,0
62,88608.34,2000.0,669,Part-Time,48,12692.14,0
29,89380.73,12626.98,521,Part-Time,60,21446.02,0
57,78185.28,22150.91,643,Part-Time,60,12607.58,0
22,63609.01,19747.23,795,Part-Time,36,13318.0,0
27,61061.75,2000.0,703,Unemployed,48,14628.43,0
25,35806.15,19864.24,552,Employed,24,20771.61,1
52,49852.06,21299.03,850,Employed,36,9326.74,0
48,54449.81,29553.86,567,Part-Time,24,2178.29,1
42,41900.71,12102.92,658,Self-Employed,36,838.17,0
31,80998.1,2000.0,587,Employed,60,16649.37,0
24,99915.7,9029.06,587,Unemployed,48,13562.45,1
46,47298.44,8126.41,639,Employed,36,10205.6,0
31,77086.04,24630.38,737,Part-Time,24,7897.34,0
47,44147.22,2000.0,796,Self-Employed,36,13265.83,0
51,62376.95,13964.79,645,Employed,24,13468.06,0
59,52741.76,30832.16,589,Part-Time,12,15358.81,1
43,85047.39,18064.91,723,Part-Time,60,4239.33,0
21,53030.3,26066.85,726,Self-Employed,36,0.0,0
33,95291.51,3223.81,702,Self-Employed,12,5605.31,0
59,63856.98,3582.09,705,Employed,48,2542.1,0
44,53759.91,30935.18,670,Employed,12,2179.52,0
48,38667.37,18910.94,689,Employed,36,22988.15,0
41,76330.11,18929.47,664,Employed,24,0.0,0
28,92380.46,7936.62,776,Employed,24,15287.93,0
61,76833.03,18907.04,850,Employed,36,18348.99,0
55,125970.79,7686.56,696,Employed,48,18912.25,0
65,105744.69,28681.83,679,Self-Employed,36,13940.62,0
59,62311.81,42550.48,703,Employed,48,21239.37,0
34,62049.31,22355.47,621,Employed,60,24483.8,0
32,81742.42,12285.48,749,Unemployed,48,9884.38,0
32,49049.52,2000.0,720,Unemployed,60,15132.3,0
62,99157.21,2839.82,642,Part-Time,60,20930.56,0
46,79040.01,31993.76,761,Employed,48,5966.28,0
41,76411.47,8737.27,682,Self-Employed,24,10285.64,0
64,87173.84,14662.49,593,Employed,24,7619.25,0
48,113070.75,23897.93,712,Self-Employed,48,15226.85,0
61,74273.88,31340.61,701,Part-Time,48,0.0,0
65,67173.99,16203.72,766,Employed,48,22056.39,0
24,107717.99,14358.0,755,Part-Time,36,15736.58,0
37,94188.76,18644.59,670,Self-Employed,48,16129.59,0
54,61975.5,12351.26,638,Employed,48,0.0,0
57,70129.66,12835.63,680,Employed,48,4719.03,0
27,74884.52,21706.92,713,Part-Time,12,22433.28,0
35,79045.32,19667.62,724,Employed,36,10758.16,0
45,36085.0,37184.45,707,Employed,12,0.0,0
56,31437.88,21949.64,672,Employed,12,13551.36,0
26,47815.25,28360.31,770,Unemployed,36,16754.11,1
48,45881.54,8358.43,619,Employed,12,15720.45,0
34,53904.4,22726.42,850,Unemployed,60,10947.16,1
30,85867.77,11493.17,749,Self-Employed,36,19948.95,0
44,65776.77,21559.08,579,Employed,48,7085.92,0
39,74909.87,24196.63,697,Employed,24,15780.62,0
49,39392.41,18448.82,750,Part-Time,48,12945.12,0
35,58458.94,39665.93,649,Employed,36,11068.4,0
58,84681.44,30851.82,545,Employed,36,9347.02,0
24,84873.81,28595.21,586,Employed,36,9594.85,0
59,51885.65,24878.58,729,Part-Time,36,12225.77,0
22,74041.56,33870.25,522,Self-Employed,36,9950.95,0
54,124971.2,5067.28,550,Employed,48,17131.49,0
36,69560.05,30332.55,728,Employed,48,8248.1,0
38,52670.33,9078.8,660,Employed,36,22978.04,0
21,65655.94,12920.95,617,Part-Time,60,7935.32,0
52,72304.43,23052.53,635,Employed,36,18440.57,0
28,66220.79,29098.98,548,Unemployed,24,18742.52,1
50,69216.13,7617.81,724,Part-Time,36,13161.04,0
53,33913.83,13387.1,607,Employed,36,12537.32,0
59,45934.24,18877.79,632,Part-Time,36,6897.23,0
52,66266.62,16322.71,711,Self-Employed,48,8380.5,0
34,65868.3,25686.29,657,Self-Employed,36,13538.49,0
54,55845.27,48923.35,617,Employed,60,11684.05,1
58,65574.66,21773.89,501,Part-Time,12,20281.59,1
35,71525.37,11383.23,713,Employed,36,8817.87,0
26,92235.34,6331.43,687,Part-Time,12,9241.55,0
61,67519.71,15072.71,633,Employed,36,346.89,0
27,79977.58,9537.75,587,Employed,36,16504.7,0
47,56459.99,22207.95,681,Unemployed,48,15872.53,1
31,84302.39,22068.19,723,Employed,48,18839.57,0
26,79393.26,13831.49,689,Employed,24,19234.05,0
55,91645.43,35864.6,827,Part-Time,24,17522.63,0
27,87836.51,11380.97,743,Employed,36,17817.81,0
51,84718.39,16925.12,670,Part-Time,24,16270.48,0
52,67539.56,23752.46,746,Part-Time,48,17348.65,0
23,76123.48,26028.49,684,Employed,36,0.0,0
28,96587.72,29498.19,684,Self-Employed,48,4301.47,0
56,53698.14,21856.47,797,Unemployed,60,3157.64,1
43,54289.81,27458.21,599,Unemployed,36,20891.21,1
26,74535.78,12014.03,682,Employed,60,6519.28,0
65,80381.99,26262.74,787,Self-Employed,48,7639.96,0
32,49397.34,26142.56,708,Self-Employed,24,12046.6,0
21,68130.94,31615.98,647,Employed,48,3294.24,0
62,67650.03,2984.08,526,Self-Employed,36,14663.81,0
21,18000.0,9835.35,476,Employed,48,0.0,0
45,64510.15,25408.27,850,Employed,48,3757.57,0
65,66067.05,2000.0,708,Employed,60,13391.71,0
47,65992.68,22428.06,627,Part-Time,48,3308.55,0
47,105397.86,27538.24,711,Employed,48,21093.79,0
38,39605.04,12812.62,595,Employed,36,12323.96,0
26,49384.44,14128.29,650,Employed,60,19924.49,0
46,18000.0,8332.76,595,Employed,48,14505.42,1
61,57977.08,13306.08,553,Unemployed,48,11916.49,1
25,60108.91,13566.88,491,Employed,60,5024.06,0
60,57250.57,11854.43,536,Employed,24,18504.02,0
39,97691.93,11360.9,772,Unemployed,36,15088.78,0
45,91515.44,15560.96,591,Employed,48,26592.54,0
28,71946.42,15452.06,728,Employed,60,17798.8,0
48,60734.67,34867.19,766,Part-Time,48,9218.18,0
29,95654.74,14452.33,681,Part-Time,36,14025.95,0
33,69506.05,21097.35,653,Employed,24,14954.97,0
53,49543.25,12808.05,692,Self-Employed,36,20140.71,0
23,27093.78,12693.64,643,Self-Employed,36,21253.09,1
41,58967.14,2660.67,788,Self-Employed,60,10866.17,0
47,88866.09,3857.7,849,Employed,36,3491.35,0
26,126913.47,7137.02,810,Part-Time,36,0.0,0
34,71540.26,19653.27,486,Self-Employed,36,4023.15,0
36,50866.11,27685.56,641,Self-Employed,60,7857.56,0
50,40375.87,2000.0,680,Unemployed,36,22530.35,1
64,83798.87,13058.31,722,Part-Time,24,22636.54,0
58,25884.6,5697.98,525,Part-Time,36,18721.12,1
29,83758.63,15621.51,523,Employed,36,20612.79,0
21,90442.79,27681.93,798,Employed,36,7048.25,0
23,80906.99,13978.06,630,Self-Employed,48,1392.79,0
47,64508.46,17572.35,546,Employed,24,4954.3,0
28,84123.52,31097.06,581,Self-Employed,36,0.0,0
31,74273.46,22121.11,715,Self-Employed,36,4202.31,0
59,50546.9,11159.17,606,Self-Employed,36,8458.37,0
